Optimizer,objfname,ExecutionTime,Individual,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80
GA,MSE_ESI,0.6623721122741699,[0.32152805 0.12752839 0.75453078],0.5920575000839281,0.5920575000839281,0.5920575000839281,0.5920575000839281,0.5920575000839281,0.5590319641674159,0.5590319641674159,0.5590319641674159,0.5590319641674159,0.5590319641674159,0.5552078085046873,0.5447495526002845,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.4760459741330041,0.450178487152797,0.41697985041870356,0.41697985041870356,0.4093213761237112,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.4072327774918146,0.38974005652075483,0.38473286490107234,0.3832642013066199,0.35585812918562193,0.3517328583962922,0.3517328583962922,0.3517328583962922,0.35119980858476535,0.35065302808409154,0.348964529263816,0.34812562015570164,0.34812562015570164,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807,0.34763894989566807
GA,MSE_ESI,0.6189181804656982,[0.31786333 0.12996675 0.50281137],2.462930062692456,1.1214975065950346,0.8562266283952229,0.8562266283952229,0.6346142870783864,0.3459377357648519,0.3459377357648519,0.3459377357648519,0.3459377357648519,0.3459377357648519,0.3459377357648519,0.3459377357648519,0.3459377357648519,0.34551711680821623,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739,0.3450979269915739
GA,MSE_ESI,0.6373813152313232,[0.31599429 0.13283479 0.2127273 ],2.8453025448448535,2.342560330729906,0.6889638010063484,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.6248227111459413,0.43026037437771,0.43026037437771,0.43026037437771,0.43026037437771,0.43026037437771,0.43026037437771,0.43026037437771,0.43026037437771,0.43026037437771,0.43026037437771,0.43026037437771,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.3828978623793424,0.36731588727309816,0.3444085444414258,0.3444085444414258,0.3444085444414258,0.3444085444414258,0.3444085444414258,0.3444085444414258,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558,0.3438910864856558
GA,MSE_ESI,0.6392028331756592,[0.3159127  0.12818044 0.68431585],1.3677202740276515,0.9360260254676376,0.9360260254676376,0.9360260254676376,0.9360260254676376,0.9360260254676376,0.9360260254676376,0.8474184159771914,0.8474184159771914,0.8474184159771914,0.5460517183232579,0.3636366029810006,0.3636366029810006,0.3474109153732506,0.3474109153732506,0.3474109153732506,0.3474109153732506,0.3474109153732506,0.3474109153732506,0.3474109153732506,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.34726334333912273,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.3469057162001123,0.34684572457080987,0.34684572457080987,0.34684572457080987,0.3468320308123636
GA,MSE_ESI,0.6231698989868164,[0.31339963 0.13251439 0.29425349],1.7799730116434758,1.5904839186515123,1.5904839186515123,1.5904839186515123,1.5904839186515123,1.0883271048820002,0.3737486005502899,0.3737486005502899,0.3737486005502899,0.3737486005502899,0.3678086019377703,0.3678086019377703,0.360381455023267,0.360381455023267,0.360381455023267,0.360381455023267,0.360381455023267,0.360381455023267,0.360381455023267,0.35809279258474175,0.35809279258474175,0.35809279258474175,0.35809279258474175,0.35809279258474175,0.35809279258474175,0.35809279258474175,0.35809279258474175,0.35809279258474175,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3494588090771177,0.3472300121608373,0.34408837369419754,0.34408837369419754,0.34408837369419754,0.34408837369419754,0.34408837369419754,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642,0.3439034740726642
GA,MSE_ESI,0.6147189140319824,[0.31268132 0.13594608 0.03310717],5.3613379096203335,2.2774416055724456,2.2774416055724456,0.4443534850949881,0.4443534850949881,0.4443534850949881,0.4443534850949881,0.4443049168160974,0.4443049168160974,0.4443049168160974,0.4443049168160974,0.4443049168160974,0.43751333687289873,0.43127262849758535,0.43127262849758535,0.43127262849758535,0.43127262849758535,0.43127262849758535,0.43127262849758535,0.43127262849758535,0.43127262849758535,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.4061942901592043,0.34643185681205707,0.34643185681205707,0.34643185681205707,0.34643185681205707,0.34643185681205707,0.34643185681205707,0.34643185681205707,0.34643185681205707,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34488609221119704,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896,0.34452013605015896
GA,MSE_ESI,0.7732193470001221,[0.28028651 0.13694604 0.03815632],0.7743131185048443,0.7743131185048443,0.7743131185048443,0.7743131185048443,0.7727483431047878,0.7699580420961224,0.7699580420961224,0.7699580420961224,0.7699580420961224,0.417550522085123,0.417550522085123,0.3995799001490492,0.3995799001490492,0.3995799001490492,0.39196978750598205,0.39196978750598205,0.3903820508630947,0.3903820508630947,0.3903820508630947,0.3903820508630947,0.3903820508630947,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946750865891844,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.38946121838053965,0.3692964692197209,0.3634635129758151,0.3634635129758151,0.3634635129758151,0.3634635129758151,0.3634635129758151,0.3592770917630529,0.3592770917630529,0.3592770917630529,0.3592770917630529,0.3592770917630529,0.3592770917630529,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682,0.3590106229618682
GA,MSE_ESI,0.7992146015167236,[0.31926984 0.12724351 0.75042642],1.3184235350841629,1.3184235350841629,1.3184235350841629,1.3184235350841629,1.3184235350841629,1.3184235350841629,0.3561867961517016,0.3549393353283029,0.3549393353283029,0.3549393353283029,0.3549393353283029,0.3549393353283029,0.3549393353283029,0.3549393353283029,0.3549393353283029,0.3534601722565405,0.3534601722565405,0.34874069675666863,0.34874069675666863,0.34874069675666863,0.34874069675666863,0.34874069675666863,0.34874069675666863,0.34874069675666863,0.34874069675666863,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485593065801045,0.3485546567822935,0.3485546567822935,0.3485546567822935,0.3485546567822935,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478481548255086,0.3478475437496981,0.3478475437496981,0.3478475437496981,0.3478475437496981,0.3478475437496981,0.3478475437496981,0.3478475437496981,0.34783399436363394,0.34783399436363394,0.34783399436363394,0.34783399436363394
GA,MSE_ESI,0.83479905128479,[0.3346345  0.13274356 0.26675911],2.1125898575835342,2.1125898575835342,2.1125898575835342,2.1125898575835342,2.1033468867347267,2.0461570766117116,2.0461570766117116,2.0461570766117116,2.0461570766117116,2.0461570766117116,0.4875608968804587,0.4875608968804587,0.4875608968804587,0.4875608968804587,0.4875608968804587,0.4875608968804587,0.4875608968804587,0.45696573260128603,0.45696573260128603,0.45696573260128603,0.45696573260128603,0.45696573260128603,0.45696573260128603,0.45696573260128603,0.45696573260128603,0.45357861821896905,0.45357861821896905,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.45169265017463045,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3567406135413324,0.3560704131533155,0.3560704131533155,0.3560704131533155,0.34913093466730616,0.34913093466730616,0.34913093466730616,0.34913093466730616
GA,MSE_ESI,0.8951091766357422,[0.31652659 0.14012634 0.00113059],5.3828291866892615,5.3828291866892615,4.1229137667999005,2.816197506532393,1.6733469105570151,1.6733469105570151,1.2205110279344875,1.1603119684202352,1.113472005478132,1.113472005478132,0.589389378406654,0.589389378406654,0.589389378406654,0.4664541800692528,0.4664541800692528,0.43254965368450654,0.43254965368450654,0.4321953948789214,0.43198781155129623,0.43198781155129623,0.43198781155129623,0.40232387643184375,0.40232387643184375,0.40232387643184375,0.40232387643184375,0.3688661087837076,0.3688661087837076,0.3688661087837076,0.3688661087837076,0.3688661087837076,0.3688661087837076,0.3688661087837076,0.3688661087837076,0.3688661087837076,0.3688661087837076,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072,0.3667656543333072
